"","dataset$id[!is.na(dataset$id)]","Obrashenie","cluster"
"215","221","План хороший. Но, конкретных работ меньше. Ожидала лучшего. Вообще по-хорошему, присоединить близлежащие посёлки к городу и там развивать культурные,  образовательные центры. Все равно, по плану все внутри города. Надо расширять площадь города. В карасайском районе присоединить до БАКАД (Жанатурмыс, кыргауылды), Талгарский -Бесагаш или дальше. И т.д. тогда с центра может и переедут люди. Надеюсь, план развития осуществится. Удачи в работе, уважаемый аким!!!!",3
"216","222","«Город в который хочется переехать даже иностранцам» 
Добрый день,

Стратегия развития любого индивидуума, организации, компании, а тем более города.  Данная стратегия является очень важной, более того наверное даже необходимой всесторонней программой затрагивающее огромное количество жителей города, города который является одним из фундаментов развития экономики, культуры и образования нашей страны.
Ознакомившись со стратегией развития ""Алматы-2050"" мне как жителю нашего города очень приятен систематизированный подход всей команды управления городом. Действительно очень своевременная и продуманная программа, которую должны были разработать и принять уже очень давно.
Так же считаю, что в данную программу необходимо более развернуто включить вопрос об образовании жителей города, так как это является очень актуальным вопросом в Алматы.
В целом вопрос об образовании необходимо развивать в ногу со временем, оставаясь не только конкурентоспособным, но и привлекать в город инвестиции, быть объектом ради которого в город будут стремиться приехать иностранные граждане в том числе и ради обучения в детских садах своих детей, школах и университетов. 
Для достижение этих целей конечно же необходимо повысить безопасность в образовательных учреждениях, повысить качество образовательных программ от дошкольных до университетских, исключить вопрос о коррупции на любой стадии обучения, развивать местные и привлекать международные образовательные учреждения.
На основании прочтения Стратегии развития Алматы-2050 я уверен, что «менеджмент» города слышит жителей города, идет в ногу со временем и стремится улучшить качество жизни горожан. Достигнув намеченных целей город Алматы по праву займет равные позиции с такими мегаполисами как Сингапур, Дубай, Сеул и т.д.
С Уважением.  
",3
"217","223","Сделать полный аудит общественного транспорта и по результатам аудирования выяснить затраты людей на общественный транспорт и сделать общ транспорт бесплатным. Выпустить приложение и карты которые будут запускать людей в транспорт и фиксировать кол-во пассажиров и по кол-ву пассажиров с казны производить оплату для автопарков. Для исключения коммерческих поездок выдать лимит в 4-6 бесплатных поездок в день на человека. Это стимулирует людей пересесть на общественный транспорт. Так же запретить автомобилям с высоким уровнем загрязнения выхлопа эксплуатировать автомобиль, каждый день бегаю в парке который в 300 метрах от дома, пока дохожу домой задыхаюсь от дыма и выхлопа автомобилей. Почему из-за человека с плохим автомобилем я должен рисковать получением тяжелых заболеваний легких! Если вы хотите чего то добиться надо перестать боятся",4
"218","224","Добрый день.
Скажите, что планируется делать с Алматинским аэропортом? Стоить новое злание аэровокзала и увеличивать количество ВПП на старой территории? Переносить и сторить новый где-то за городом? Оставить старый и построить новый (будет два аэропорта).
Эта проблема тоже уже давно и остро стоит и требует какого-то решения.
Спасибо.",3
"219","225","Необходимо строительство ЛРТ до городов Талгар и Иссык. Исчезнут пробки и заторы на въезде и выезде с города, работающие и обучающиеся граждане районных центров не будут опаздывать на работу и учебу, и наконец в Алмате сразу станет воздух чище и все будут счастливы!",3
"220","226","Прежде чем купить автомобиль,городской житель должен обеспечить место для парковки,гараж,как например в Японии.Необходимо ввести и у нас разрешительную систему покупки автомобиля, иначе вся городская территория заставлена безнадзорным автотранспортом",3
"221","227","Алматы 2050
Как всегда, красиво пишем очередные прожекты ""Новые Васюки"". Нулевая смертность на дорогах, отзывчивое и эффективное управление городом, непонятные сладкозвучные термины и проч. Это называется ""Я видел сон... про рай на Земле"". Вы хотите развивать город во всех направлениях/аспектах, о которых вы слышали на Западе. И туризм, и Шелковый Путь, и социализм и кибер-контроль (как в Китае) и… в общем, все-все плюшки. Хотите стать самым самым. Но: ТАК НЕ БЫВАЕТ. Вижу ребенка, который очутился в магазине игрушек и хочет всего сразу. Все эти фишки про интеллектуальные дома, города, и прочая – это, конечно здорово, но их реализуют развитые гос-ва, где уже есть кадры, центры притяжения мозгов и т.д. есть. И то не все сразу.
Раньше города начинались с поселения, где центральным местом были места поклонения/храмы/торговые точки. Они «вычислялись» духовниками или основывались правителями, предпринимателями, путешественниками. Таких мест очень немного, и они почти все заняты.
У каждого города есть специализация. Нужно понять, что для Алматы является главными направлениями (2-3-4, не более) в смысле экономики и социальном. Все остальное подчинено главному. Это можно понять из анализа жизни города в историческом диапазоне. Города – как живые организмы – имеют некие точки роста и угасания, у них есть возраст жизни (молодость, старость…) есть уместность на данной территории, природы и ландшафте. Не рассеивайте ресурсы на разные хотелки, о которых слышали. Нужно понимать, что У ВСЕХ муниципалитетов мира были и будут просчеты, в т.ч. стратегические, из-за непонимания предназначения города. Города возникли не при вас, уважаемые чиновники, они уже были заложены давно. А те, что возникли недавно, они часто остаются в умирающем состоянии.  Посмотрите, во что превратили левый берег Астаны – это же все пустая трата денег. На болоте там не строили, не жили раньше. Сколько по миру таких прожектов понастроено, они не жизнеспособны, поскольку там не жизненных потоков, энергии. И это конечно, никогда не окупится.
Сначала надо определить факторы угроз, которые 100% реализуются в ближайшем будущем. На мой взгляд, это дефицит питьевой воды. В году эдак 2013, помню Алия Назарбаева приглашала в наш город знаменитого на весь мир спеца Зеппа Хольцера. У него невероятный талант развития экологически сбалансированных районов, успешных проектов обводнения засушливых мест - он консультирует по всему миру. Я был на той встрече. Он сказал, что в связи с трендом потепления наши ледники скоро растают и Алматы останется без чистой воды уже через 20 лет. Нужно понимать, что нам осталось всего 13-15 лет, и за этот короткий период нужно нам всем научиться беречь воду, приучать соответствующей культуре, построить новую инфраструктуру и принципы водопользования, а не распылять деньги на продолжение порочных отраслевых практик и глупости.
Также надо определить факторы перспектив. Здесь нельзя точно сказать: любое направление может заглохнуть не родившись. Здесь нужно стимулировать разные подходы и коллективы, на основе конкурсов и грантов. Когда сажаете новую культуру в землю – каждый дачник знает, что не все семена прорастают. Не все культуры выживают – меж-видовая конкуренция, природные условия и т.д. вносят свои коррективы. Вот точно также и в развитии города, нужно постоянно иметь банк перспективных наработок и пилотных проектов.
Нужно рамочно определить приоритетные направления развития города – не все сразу, какие хочет чиновник, побывавший в разных городах мира. Это требует создания площадки для обсуждений. Понять, что надо – это не просто спросить население. Знание – это дорогого стоит, это нужно намывать как золотинки из земли. Сколько у нас горе-строителей, вбухивающих кредитные деньги на постройку дома мечты на земельном участке. А потом всю оставшуюся жизнь расхлебывающие свои ошибки. Так вот город – это на 3 порядка сложнее феномен – здесь без взвешенного анализа и мнения экспертов не обойтись!

Главный ресурс Алматы – это его жители. Нужно вовлечь (не на словах, а на деле) ключевую прослойку в творческий процесс (это те, кто знает, имеет опыт, делает дело - а не краснобаи и консультанты), стимулировать их вклад, финансировать пилотные проекты.
Пишу и почти уверен, что потратил время зря. Сколько таких программ вы понаписали – не перечесть. Сколько денег на это вбухали… У вас ведь своя логика, вы ни одной сараюшки сами в своей жизни не построили и не понимаете, что значит понять по-настоящему - что на САМОМ ДЕЛЕ надо. Вам ведь бабло рубить надо - временщики и шапкозакидатели…
",3
"222","228","Добрый день, предлагаю:
В рамках ""Зеленого города"", выделить площадь в нижней части города для создания огромного парка по примеру центрального парка Нью-Йорка, правильной прямоугольной формы, 4км на 900 метров. Внутри которого сделать беговые дорожки, очень большой  пруд, который можно наполнять за счет рек протекающих по территории города, культурные площадки для проведения концертов к знаменательным датам. Скалодромы и площадки для молодежи: скейтбордистов, велосипедистов и прочих современных направлений. Для озеленения применить ценные породы деревьев устойчивых к условиям загазованного города, в наших условиях это: дуб, каштан, канадский клен, яблони Сиверса, акация и другие. 
Что это даст в рамках Полицентризма? По периметру парка пройдут новые городские проспекты и периметр парка станет притягательным для строительства жилья бизнес класса, так как окна будут выходить на огромный парк. И не придется смотреть в окна соседей. С появлением в нижнем городе престижного района, туда потянется бизнес, и прекратится  точечная застройка старой центральной части города. Кроме того появится огромный объем работы для людей рабочих специальностей. По строительству парка, прокладке новых дорог и строительству. Под строительство парка нужно выбрать участок свободный от застройки на ровной местности. 
Может это и утопия, но такой проект , при должной реализации, а пример прямо перед глазами- это центральный парк Нью-Йорка, может действительно стать прорывным проектом для города и стать новой достопримечательностью для Алматы. 
Думаю, что инвесторы в лице строительных компаний были бы заинтересованны в создании такой локации в городе, тем более , что сегодня парк можно сразу озеленить крупномерными деревьями и придать ему привлекательный вид, а не ждать годы, пока они вырастут. Ведь, вид на горы это еще не все. Может показаться , что это слишком огромный парк для нашего города, но зачем нам маленькие проекты если мы хотим кардинально меняться к лучшему? Ведь даже для полива этого большого парка можно использовать географию нашего города и направить туда воду из рек и арыков, провести арычную систему по всему парку и в центральной его части организовать сбор воды в большом пруду. В общем такое мое предложение. Жаль нельзя прикрепить картинку центрального парка Нью -Йорка. Посмотрите его в интернете и может быть загоритесь этой идеей. С уважением Рымарь Виктор.",3
"223","229","Это хорошо что наш город становиться все краше и краше А как же быть с тем что уже понастроили и мешает жить просто дышать Мое предложение сначало проверить все объекты которые возвели нарушая все нормы закона .Толе би Нурмакова напротив жилого дома на расстоянии пяти метров от балкона построен Офис - арендует микрокредитная организация SWISS Капитал автокредит у нас во дворе даже банкомат поставили. В день до 50 машин приезжают уезжают Ночью машины въезжают деньги снимают в банкомате музыка гремит .Сказали большой человек построил и нечего вы не сделаете А раньше тут были деревья,сирень росла .Живу с закрытыми окнами наверно вы меня и читать не будете за плохое предложение .
",3
"224","230","Во многих больших городах, где чтобы добраться до места необходимы пересадки, оплата проезда в одной единице ОТ, действует  в течение какого-то времени на другой единице ОТ. Предлагаю рассмотреть возможность введения бесплатных пересадок либо предусмотреть скидку на дополнительный проезд в течение какого-то определенного промежутка времени.",3
"225","231","Салеметсиз бе аким мырза.
Жас канат шагынауданынан Шемякин кошеси аркылы болгандыктан калага шыгу коп уакытты алады. Аталган жерден Рыскулов кошесине деиин жол салынса немесе метро жургизилсе. Канша дегенмен бул аэропортка апаратын жол гой. Сондай-ак Рыскулов Шемякин киылысына торап жол салу кажет.",3
"226","232","Предлагаю заменить бетонные, металлические столбы и колонны старого пост. Советского формата на новые композитные светящиеся столбы. Город заиграет яркими красками, водителям пассивная безопасность. Не будет жертв при аварий. Пешеходу будут радовать глаз разноцветные столбы. Готов приехать в назначенное время и продемонстрировать, все более подробно. С Уважением Канат Умурзаков.",3
"227","233","Почему не описано планирование метрополитена? До станции Досты<U+049B> должны было к 2018му открыть, сейчас сроки ставят 2021. 
Почему так долго? Городу очень нужно метро! БРТ конечно хороши, но у них есть слабая сторона, в автобус мало людей помещается, так же остановка не может сразу обслужить свыше 3-х автобусов.
В китае в год километрами метро запускают. Думаю в 21 веке есть технологии позволяющие быстрее выкопать метро.
Спасибо!",3
"228","234","Мы живём в микрорайоне Тастыбулак в Наурызбайском районе и в нашем районе нет питьевой воды.Воду приходиться завозить водовозами .Это очень затратно(18 000 т.в мес.)Кроме того она совершенно не пригодна для питья и питьевую воду приходиться покупать.

Существует проблема с вывозом мусора.Нет места для сбора мусора.Вывозить приходиться своим транспортом.А у кого нет машин прибегают к сжиганию бытовых отходов, что вредит и без того плохой экологии.",3
"229","235","1)светодиодное наружное освещение с датчиком света
2) оснащение мусорных баков датчиком наполненности
3) кабины для кормления грудью в местах массового скопления людей(парки, аллеи, трц, вокзал и аэропорт), а также оборудовать туалеты пеленальным столом с ремнем безопасности
4)общественные туалеты во дворах
5)оборудование солнечными батареями или коллекторами остановок для нагрева сидений и крыш бизнес и торговых центров
6) раздача вай фая от контейнера по сбору пластика, конда тот наполнится(для мотивации людей скорей заполнить)
7)новый подход в борьбе с ливнем. Не только крыши, но фасады зданий покрытт растениями-дождевая вода скапливается на крыше и медленно стекает по фасаду, охлаждая здания, при этом помогая сэкономить на кондиционерах. Озеленение крыш до такой степени, чтоб они аккумулировали минимум 60 пррцентов осадков
8) система платных дорог в час пик
9) умные коммунальные сети, анализинующие расход ресурсов и сообщающие о потеоях(например, утечках воды из-за неисправной сантехники)
10) единая мелицинская информационно-аналитическая система(как в Москве)
11) интеллектуальный пешеходный переход; который уже реалтзован в Астане в 2018
12) универсальное мобильное приложение. Идете по улице, видите сломанный светофор или работающий днем фонарь- не знаете, куда сообщить? Представьте, что есть универсальное приложение, позволяющее соответствующим службам быстро получить ваш сигнал",3
"230","236","Представляю Вам на рассмотрение мои основные идеи по развитию и обустройству города Алматы. 
По благоустройству города
1.	По Абая продлить велодорожки и пешеходные дорожки до Саина или Момышулы.
2.	Транзитные велодорожки и пешеходные дорожки предусмотреть так-же и по пр. Аль-Фараби и Толе-би.
3.	Вдоль дорожек предусмотреть зоны отдыха и фонтаны для создания соответствующего микроклимата в жаркую и сухую погоду. 
4.	В общественных местах обязательно предусмотреть лавочки, урны, продажу напитков и общественные туалеты. Например в парке Первого Президента установлены павильоны с точками продажи напитков, еды, и совмещенные с общественными туалетами. 
5.	Предусмотреть беспрепятственное поступление воды в арычную систему с автодорог и пешеходных дорожек, при необходимости убрать бордюры установленные между арыком и полотном автодороги. (во избежание затопления прилегающей территории дождевыми водами).
6.	Предусмотреть  мероприятия по недопущению попадания грунта в арыки из зоны зеленых насаждений (во время дождя, что-бы грунт не смывался в арыки).
7.	Проекты арыков разрабатывать совместно с благоустройством прилегающих территорий.
8.	Установить зоны ответственности по уборке территорий и очистки арыков. Например предусмотреть уборку прилегающей территории магазинами расположенными  на прилегающей территорией или силами КСК, или др.
9.	Пропуск воды по арыкам, для полива зеленых насаждения и контроля состояния не засоренности арычной сети. 
10.	Вдоль речек (Малая Алматинка, Большая Алматинка, Весновка, и др.) предусмотреть пешеходные дорожки, парковые (зеленые) зоны, с детскими площадками, спортивными площадками, площадками для скейтов и самокатов  зонами отдыха, и др.
11.	Набережную вдоль р. Весновка и р. Малая Алматинка продлить  в верх до «истоков»,  с установкой тренажеров, беседок, беговых дорожек и велодорожек. Предусмотреть возможность создания зимнего русла.  (Предусмотреть возможность использования открытого русла  в зимнее время, например для катания на санках – Рассмотреть возможность использования как Новый Туристический объект). 
12.	В верховьях рек предусмотреть отстойники для очистки воды (осаждения песчинок песка, глиняных частиц и др.) 
13.	Каскады речек (Весновка, Большая Алматинка, Малая Алматинка,) очистить от наносов (песка, глины и др.), Некоторые каскады возможности покрасить или выложить  плиткой, можно с рисунком на дне. (Рассмотреть возможность использования как Новый Туристический объект)
14.	Что-то сделать с парком «Сайран», возможно объявить конкурс на концепцию его обустройства. Возможно предусмотреть Океанариум, Стадион, Ледовый каток, беговые дорожки, велодорожки, спортивные площадки для скейтов, трюковых самокатов, аквапарк и др….  (Рассмотреть возможность использования как Новый Туристический объект)
15.	Что-то сделать на месте территории укрепления Верного, возможно объявить конкурс на концепцию его обустройства. Например выполнить как реконструкцию исторического объекта.  Как вариант рассмотреть выполнение в крытом павильоне панорамы сражения при Узун-Агаче.  Или др. (Рассмотреть возможность использования как Новый Туристический объект)
По транспортной инфраструктуре.
По метро
1.	Сделать линию метро (именно под землей, для снятия нагрузки на улицы и скорейшего передвижения) от района базара Алтын–Орда по Толе-би до Района Халык Арены- Талгарского тракта – Кульджинского тракта.  
2.	Сделать линию метро от мкр. Казахфильм, - мкр. Алмагуль - мкр.Орбита – КазГАСА – Жандосова уг. Алтынсарина, (Военный инженерный институт, Нархоз) по ул. Жандосова до ул. Тимирязева, по ул. Тимирязева (ЦДС Атакент, Бот.сад., КазГУ,  мкр. Коктем, Политех)  до пр. Сейфуллина и по пр. Сейфуллина вниз до Вокзала Алматы-1 и далее до выезда из города в сторону Капчагая  и Харгоса, с устройством автовокзала для устройства автобусных перевозок по вышеуказанным направлениям.
3.	Существующую линию метро продлить до Ж/Д вокзала Алматы-1 и далее в район Аэропорта.

По автотранспорту и автомобильной сети.
1.	 Сделать беспрепятственный выезд транспорта из города, устранить возможность появления пробок на выезде, способом устройства транспортных развязок и транзитных проездов, уйти от перекрестков регулируемых светофорами, и строительство надземных пешеходных переходов.
2.	Сделать развязки на перекрестках  основных автодорог (внутри города), например на Жандосова-Тимирязева,  и др. 
3.	Максимально стараться уйти от перекрестков регулируемых светофорами, желательно строить развязки «бабочки» по типу развязки построенной на пересечении Жарокова-Аль Фараби
4.	Ул. Навои соединить с ул. Утеген батыра (предусмотреть строительство развязок)
5.	Ул. Тимирязева соединить с ул. Шаляпина (предусмотреть строительство развязок)
6.	Так-же можно предусмотреть пробивку ул. Шевченко до ул. Жубанова (как вариант по ул. Есенжанова). Что обеспечит максимально быстрый выезд из города в одностороннем направлении, с последующим продлением ул. Жубанова до ул. Сабденова и далее на запад.
7.	В перспективе предусмотреть пробивку пр. Гагарина от Тимирязева до Жандосова. Это даст не только разгрузку для транспортной сети но и создаст коридор для проветривания.

8.	В городе предусмотреть, запроектировать и построить многоярусные парковки  с размещением на первом этаже магазинов и объектов обслуживания населения. Для арендных автомобилей предусмотреть зону, максимально удобную для скорейшего их использования.  Для парковочных мест предусмотреть возможность зарядки электро-автомобилей.  (на перспективу массового использования электромобилей). Размещение многоярусных парковок необходимо предусмотреть в каждом квартале.  С возможностью размещения солнечных электростанций на здании. 
Проблема пробок сопутствует всем крупным населенным пунктам, людям нужно передвигаться. 
Жители должны передвигаться беспрепятственно, быстро и безопасно, должны быть обеспеченны места для парковки в необходимом количестве.
Решение проблем пробок обеспечивается увеличением общественно транспорта, его доступностью и удобством использования, а так-же строительством развязок и паркингов. 

По обеспечению жителей работой.
Это отдельная тема.

Общее.
Проводить ежегодную встречу по развитию города (возможно в преддверии дня города), с обсуждением проблем и способов их решений.
Разрешение на строительство выдавать только после разработки ГП Города и ПДП района, в которых будут предусмотрены соответствующее количество детских садов, школ, больниц, развязок и развитие других объектов соответствующей инфраструктуры, с учетом планируемой плотности населения.
ГП и ПДП  должны быть составлены с учетом децентрализации города.
P.s. Может быть уже что-то из этот списка уже сделано, запроектировано или предусмотрено, может быть просто я об этом не знаю. Я просто высказал свои идеи, свое виденье по обустройству города.

С уважением, Алексей.
№ сот. тел. 8-707-900-08-02
",3
"231","237","1. Сделать велодорожки которые будут соединять окраины (спальные районы) города с центром. На сегодня велодорожки есть только в центре города. 
2. Завлечь часть  водителей авто на ОТ невозможно без удобного ОТ, поставить в приоритет строительство LRT, BRT, ускорить строительство метро до окраин города.
3. LRT соединить с городами спутниками Каскелен и Талгар
4. Не ждать 2050 года, а начинать сегодня, сделать ""дорожную карту"" опубликовать ее и следовать срокам, не откладывать. 
5. Взять на службу команду  компетентных людей в Акимат и дать полномочия, которые лично будут ""драйвить"" стратегию, иначе стратегия Алматы 2050 останется на бумаге.
6. БАКАД:  начать уже сегодня пробивку основных проспектов до БАКАД таких как Рыскулова, Абая, Толе би и т.д 
7. Полосы для ОТ - поставить камеры и штрафовать за движение по полосе для ОТ
8. Только после ввода в эксплуатацию LRT,  полноценного Метро, и BRT  сделать платным въезд в ""золотой квадрат"" и сделать дороже стоимость парковки.


",3
"232","238","Я считаю что нельзя людей вынуждать пересаживаться на общественный транспорт или велосипеды. Потому что вынудив отказаться от личного транспорта, приозойдет ухудшение экономики за счет сокращения рабочих мест(сто,автомагазины, заправки, автомойки) уменьшения товара оборота и т. д. Предлагаю улучшать и уровень общественного транспорта и оставлять возможность комфортного использования личного автотранспорта.Например велосипеды и самокаты отличный вид транспорта, но его можно использовать только в теплое время года.прошу не губить экономику нашего прекрасного города.   У меня даже есть множество предложений по поводу того как уменьшить пробки, и сохранить комфортное прибывание для общественного транспорта и личного.",4
"233","239","Построить велодорожку по ул.Сатпаева, чтобы разгрузить его. В час пик страшные пробки, по тротуару ходят много людей пешком и на велосипедах, создают препятствия друг-другу, а велосипедисты не могут ехать по обочине, так как припаркованы много машин.
Пешком люди травятся угарным газом, так как машины выделяют СО2 в большом количестве пока стоят в пробке.",3
"234","240","Я понимаю что данный документ имеет стратегическое значение, но тем не менее нет никаких конкретных проектных предложений. Приводится констатация фактов и лозунги на перспективу. Есть конкретные разработанные и утвержденные градостроительные документы: Генеральный план пригородной зоны г. Алматы (2009 год), Генеральный план г. Алматы (2015 год), Проекты детальных планировок разных частей города, Программы сноса ветхого жилья, Программы развития административного района (Бостандыкского и т.д.)г. Алматы. Жизнь и бюджетные средства естественно вносит свои правки в данные проекты, но в целом стратегия развития в большинстве случаев неизменна. Хотелось бы видеть SWOT-анализ, расстановку приоритетов при вложения бюджетных и частных инвестиций, разбивка по периодам (к примеру 2020-2025,2025-2030 годы, конкретную проектную технико-экономическую привязку к той или иной территории со сроками реализации. Спасибо и творческих успехов, надеюсь что данная Стратегия будет реализована.",3
